time,gFx,gFy,gFz,TgF
54.104000,0.0066,-0.0850,1.0278,1.031
54.111000,0.0085,-0.0862,1.0280,1.032
54.111000,0.0066,-0.0857,1.0290,1.033
54.114000,0.0093,-0.0830,1.0297,1.033
54.114000,0.0078,-0.0845,1.0285,1.032
54.118000,0.0073,-0.0850,1.0266,1.030
54.119000,0.0100,-0.0840,1.0297,1.033
54.124000,0.0078,-0.0806,1.0295,1.033
54.124000,0.0063,-0.0818,1.0285,1.032
54.128000,0.0066,-0.0808,1.0266,1.030
54.129000,0.0063,-0.0813,1.0263,1.030
54.133000,0.0059,-0.0806,1.0273,1.030
54.134000,0.0029,-0.0813,1.0249,1.028
54.138000,0.0044,-0.0806,1.0263,1.029
54.138000,0.0024,-0.0789,1.0207,1.024
54.144000,0.0034,-0.0794,1.0212,1.024
54.144000,0.0044,-0.0791,1.0190,1.022
54.148000,0.0034,-0.0781,1.0197,1.023
54.148000,0.0049,-0.0774,1.0175,1.020
54.153000,0.0032,-0.0786,1.0146,1.018
54.153000,0.0071,-0.0777,1.0153,1.018
54.158000,0.0041,-0.0759,1.0129,1.016
54.158000,0.0076,-0.0784,1.0146,1.018
54.162000,0.0083,-0.0791,1.0156,1.019
54.162000,0.0093,-0.0791,1.0166,1.020
54.167000,0.0107,-0.0789,1.0183,1.021
54.168000,0.0098,-0.0794,1.0175,1.021
54.172000,0.0107,-0.0789,1.0205,1.024
54.172000,0.0103,-0.0799,1.0175,1.021
54.177000,0.0088,-0.0803,1.0178,1.021
54.177000,0.0093,-0.0823,1.0200,1.023
54.181000,0.0088,-0.0830,1.0232,1.027
54.182000,0.0073,-0.0842,1.0244,1.028
54.191000,0.0063,-0.0857,1.0261,1.030
54.192000,0.0059,-0.0857,1.0280,1.032
54.192000,0.0054,-0.0874,1.0285,1.032
54.196000,0.0071,-0.0882,1.0290,1.033
54.197000,0.0032,-0.0877,1.0295,1.033
54.197000,0.0039,-0.0904,1.0302,1.034
54.201000,0.0022,-0.0896,1.0324,1.036
54.202000,0.0022,-0.0916,1.0307,1.035
54.206000,0.0007,-0.0913,1.0329,1.037
54.206000,-0.0000,-0.0901,1.0315,1.035
54.211000,-0.0005,-0.0926,1.0310,1.035
54.212000,0.0015,-0.0918,1.0295,1.034
54.216000,0.0022,-0.0916,1.0275,1.032
54.216000,-0.0010,-0.0908,1.0266,1.031
54.221000,-0.0015,-0.0904,1.0241,1.028
54.221000,0.0015,-0.0889,1.0229,1.027
54.225000,0.0012,-0.0916,1.0214,1.026
54.226000,-0.0000,-0.0904,1.0217,1.026
54.231000,0.0022,-0.0891,1.0173,1.021
54.231000,0.0010,-0.0884,1.0205,1.024
54.236000,0.0010,-0.0879,1.0190,1.023
54.237000,0.0012,-0.0874,1.0183,1.022
54.240000,0.0017,-0.0852,1.0146,1.018
54.241000,0.0032,-0.0855,1.0131,1.017
54.245000,0.0015,-0.0857,1.0146,1.018
54.246000,0.0037,-0.0835,1.0134,1.017
54.251000,0.0041,-0.0840,1.0134,1.017
54.251000,0.0049,-0.0838,1.0126,1.016
54.256000,0.0046,-0.0840,1.0122,1.016
54.257000,0.0049,-0.0838,1.0119,1.015
54.260000,0.0061,-0.0820,1.0131,1.016
54.260000,0.0066,-0.0823,1.0131,1.016
54.266000,0.0076,-0.0828,1.0129,1.016
54.267000,0.0061,-0.0850,1.0146,1.018
54.270000,0.0051,-0.0838,1.0163,1.020
54.270000,0.0059,-0.0828,1.0168,1.020
54.275000,0.0076,-0.0818,1.0180,1.021
54.275000,0.0061,-0.0818,1.0197,1.023
54.279000,0.0037,-0.0823,1.0229,1.026
54.280000,0.0054,-0.0825,1.0241,1.027
54.284000,0.0027,-0.0838,1.0249,1.028
54.285000,0.0005,-0.0847,1.0268,1.030
54.290000,0.0002,-0.0850,1.0263,1.030
54.290000,-0.0005,-0.0835,1.0261,1.029
54.295000,0.0015,-0.0867,1.0261,1.030
54.295000,0.0012,-0.0869,1.0263,1.030
54.299000,-0.0002,-0.0862,1.0266,1.030
54.300000,0.0019,-0.0879,1.0273,1.031
54.304000,-0.0005,-0.0864,1.0275,1.031
54.304000,-0.0007,-0.0894,1.0275,1.031
54.309000,-0.0012,-0.0874,1.0258,1.030
54.310000,-0.0029,-0.0891,1.0229,1.027
54.321000,-0.0020,-0.0852,1.0249,1.028
54.322000,-0.0024,-0.0857,1.0222,1.026
54.322000,-0.0015,-0.0847,1.0197,1.023
54.322000,-0.0020,-0.0835,1.0163,1.020
54.323000,0.0002,-0.0850,1.0117,1.015
54.323000,0.0005,-0.0840,1.0087,1.012
54.328000,0.0007,-0.0818,1.0139,1.017
54.328000,0.0005,-0.0816,1.0195,1.023
54.333000,-0.0005,-0.0803,1.0275,1.031
54.333000,-0.0005,-0.0781,1.0283,1.031
54.339000,0.0005,-0.0777,1.0322,1.035
54.339000,0.0005,-0.0786,1.0334,1.036
54.344000,-0.0002,-0.0799,1.0310,1.034
54.344000,-0.0015,-0.0801,1.0246,1.028
54.348000,0.0010,-0.0781,1.0158,1.019
54.348000,0.0032,-0.0806,1.0107,1.014
54.352000,0.0017,-0.0796,1.0051,1.008
54.353000,0.0017,-0.0808,1.0002,1.003
54.357000,0.0044,-0.0833,1.0009,1.004
54.358000,0.0032,-0.0825,1.0004,1.004
54.362000,0.0039,-0.0825,1.0051,1.008
54.362000,0.0066,-0.0847,1.0107,1.014
54.368000,0.0063,-0.0852,1.0117,1.015
54.368000,0.0054,-0.0864,1.0126,1.016
54.372000,0.0073,-0.0869,1.0117,1.015
54.372000,0.0083,-0.0874,1.0126,1.016
54.377000,0.0059,-0.0867,1.0144,1.018
54.377000,0.0032,-0.0857,1.0185,1.022
54.382000,0.0066,-0.0855,1.0266,1.030
54.382000,0.0063,-0.0862,1.0278,1.031
54.389000,0.0056,-0.0845,1.0337,1.037
54.389000,0.0063,-0.0830,1.0385,1.042
54.391000,0.0063,-0.0842,1.0420,1.045
54.391000,0.0051,-0.0860,1.0456,1.049
54.397000,0.0044,-0.0840,1.0427,1.046
54.397000,0.0034,-0.0855,1.0439,1.047
54.401000,0.0034,-0.0830,1.0398,1.043
54.402000,0.0027,-0.0838,1.0376,1.041
54.407000,0.0034,-0.0842,1.0356,1.039
54.408000,0.0022,-0.0833,1.0341,1.037
54.414000,0.0024,-0.0835,1.0310,1.034
54.415000,0.0005,-0.0816,1.0285,1.032
54.419000,0.0017,-0.0816,1.0273,1.031
54.420000,0.0007,-0.0816,1.0258,1.029
54.423000,0.0017,-0.0835,1.0227,1.026
54.424000,0.0022,-0.0806,1.0234,1.027
54.426000,0.0019,-0.0799,1.0173,1.020
54.426000,-0.0007,-0.0818,1.0163,1.020
54.430000,0.0017,-0.0789,1.0153,1.018
54.430000,0.0019,-0.0799,1.0146,1.018
54.435000,0.0024,-0.0779,1.0114,1.014
54.436000,-0.0000,-0.0759,1.0124,1.015
54.441000,0.0027,-0.0774,1.0126,1.016
54.441000,0.0039,-0.0774,1.0129,1.016
54.445000,0.0046,-0.0747,1.0124,1.015
54.446000,0.0051,-0.0737,1.0141,1.017
54.451000,0.0049,-0.0755,1.0136,1.016
54.452000,0.0059,-0.0740,1.0131,1.016
54.455000,0.0076,-0.0742,1.0097,1.012
54.456000,0.0051,-0.0750,1.0102,1.013
54.460000,0.0076,-0.0769,1.0090,1.012
54.461000,0.0071,-0.0767,1.0078,1.011
54.466000,0.0066,-0.0767,1.0073,1.010
54.467000,0.0076,-0.0779,1.0070,1.010
54.470000,0.0056,-0.0774,1.0109,1.014
54.470000,0.0056,-0.0806,1.0102,1.013
54.474000,0.0059,-0.0820,1.0126,1.016
54.474000,0.0059,-0.0808,1.0168,1.020
54.479000,0.0054,-0.0806,1.0197,1.023
54.480000,0.0022,-0.0825,1.0241,1.027
54.485000,0.0032,-0.0850,1.0263,1.030
54.485000,0.0027,-0.0855,1.0302,1.034
54.490000,0.0007,-0.0850,1.0324,1.036
54.491000,0.0005,-0.0872,1.0359,1.040
54.494000,0.0007,-0.0874,1.0378,1.041
54.494000,0.0005,-0.0872,1.0371,1.041
54.500000,0.0005,-0.0869,1.0385,1.042
54.500000,-0.0007,-0.0877,1.0337,1.037
54.504000,-0.0005,-0.0864,1.0359,1.039
54.505000,0.0012,-0.0879,1.0305,1.034
54.509000,0.0005,-0.0896,1.0249,1.029
54.510000,0.0017,-0.0889,1.0246,1.028
54.514000,0.0007,-0.0896,1.0222,1.026
54.514000,0.0010,-0.0882,1.0185,1.022
54.519000,0.0022,-0.0891,1.0158,1.020
54.519000,0.0007,-0.0882,1.0148,1.019
54.526000,0.0029,-0.0874,1.0146,1.018
54.526000,0.0017,-0.0874,1.0146,1.018
54.529000,0.0012,-0.0855,1.0144,1.018
54.529000,0.0005,-0.0891,1.0163,1.020
54.534000,0.0027,-0.0877,1.0144,1.018
54.535000,0.0017,-0.0874,1.0141,1.018
54.537000,0.0032,-0.0864,1.0122,1.016
54.538000,0.0019,-0.0869,1.0109,1.015
54.544000,0.0032,-0.0867,1.0122,1.016
54.545000,0.0005,-0.0847,1.0104,1.014
54.548000,0.0019,-0.0842,1.0100,1.013
54.548000,0.0017,-0.0864,1.0102,1.014
54.552000,0.0024,-0.0874,1.0107,1.014
54.553000,0.0010,-0.0857,1.0141,1.018
54.557000,0.0022,-0.0869,1.0119,1.016
54.558000,0.0022,-0.0872,1.0144,1.018
54.562000,0.0032,-0.0877,1.0175,1.021
54.563000,0.0044,-0.0864,1.0183,1.022
54.567000,0.0037,-0.0879,1.0166,1.020
54.568000,0.0012,-0.0867,1.0200,1.024
54.572000,0.0010,-0.0850,1.0219,1.025
54.573000,0.0039,-0.0850,1.0239,1.027
54.578000,0.0017,-0.0867,1.0246,1.028
54.578000,0.0010,-0.0872,1.0258,1.030
54.582000,0.0015,-0.0874,1.0283,1.032
54.583000,0.0019,-0.0867,1.0263,1.030
54.587000,-0.0002,-0.0864,1.0263,1.030
54.589000,0.0010,-0.0867,1.0258,1.029
54.591000,0.0024,-0.0850,1.0229,1.026
54.592000,0.0015,-0.0862,1.0210,1.025
54.597000,-0.0000,-0.0855,1.0210,1.025
54.598000,-0.0000,-0.0845,1.0214,1.025
54.602000,0.0015,-0.0864,1.0205,1.024
54.602000,-0.0012,-0.0862,1.0205,1.024
54.606000,0.0007,-0.0842,1.0214,1.025
54.607000,0.0005,-0.0845,1.0214,1.025
54.611000,0.0007,-0.0838,1.0212,1.025
54.612000,0.0019,-0.0830,1.0214,1.025
54.617000,0.0017,-0.0840,1.0195,1.023
54.618000,0.0015,-0.0838,1.0236,1.027
54.621000,0.0017,-0.0823,1.0222,1.025
54.621000,0.0027,-0.0838,1.0207,1.024
54.626000,0.0015,-0.0820,1.0202,1.024
54.626000,0.0015,-0.0801,1.0195,1.023
54.631000,-0.0000,-0.0816,1.0190,1.022
54.632000,0.0007,-0.0823,1.0180,1.021
54.637000,0.0007,-0.0803,1.0175,1.021
54.637000,0.0029,-0.0825,1.0192,1.023
54.640000,0.0022,-0.0808,1.0168,1.020
54.641000,0.0022,-0.0803,1.0185,1.022
54.646000,0.0012,-0.0813,1.0190,1.022
54.647000,0.0005,-0.0820,1.0148,1.018
54.650000,0.0032,-0.0811,1.0156,1.019
54.651000,0.0041,-0.0816,1.0161,1.019
54.657000,0.0027,-0.0808,1.0170,1.020
54.657000,0.0027,-0.0818,1.0195,1.023
54.660000,0.0015,-0.0816,1.0195,1.023
54.660000,0.0024,-0.0801,1.0200,1.023
54.665000,0.0039,-0.0816,1.0229,1.026
54.665000,0.0017,-0.0816,1.0229,1.026
54.670000,0.0022,-0.0816,1.0253,1.029
54.670000,0.0015,-0.0796,1.0241,1.027
54.674000,0.0017,-0.0813,1.0234,1.027
54.674000,0.0024,-0.0811,1.0249,1.028
54.680000,0.0027,-0.0794,1.0241,1.027
54.681000,0.0041,-0.0791,1.0222,1.025
54.685000,0.0034,-0.0796,1.0239,1.027
54.685000,0.0032,-0.0786,1.0202,1.023
54.690000,0.0027,-0.0791,1.0224,1.025
54.691000,0.0017,-0.0811,1.0229,1.026
54.694000,0.0056,-0.0801,1.0244,1.028
54.694000,0.0041,-0.0786,1.0232,1.026
54.699000,0.0046,-0.0784,1.0222,1.025
54.699000,0.0037,-0.0786,1.0222,1.025
54.704000,0.0027,-0.0786,1.0219,1.025
54.704000,0.0024,-0.0779,1.0168,1.020
54.709000,0.0015,-0.0781,1.0144,1.017
54.709000,0.0029,-0.0774,1.0100,1.013
54.713000,0.0039,-0.0789,1.0087,1.012
54.714000,0.0017,-0.0784,1.0080,1.011
54.719000,0.0029,-0.0791,1.0092,1.012
54.719000,0.0017,-0.0781,1.0087,1.012
54.724000,0.0027,-0.0808,1.0119,1.015
54.724000,0.0007,-0.0803,1.0153,1.019
54.729000,0.0027,-0.0791,1.0156,1.019
54.730000,0.0034,-0.0823,1.0114,1.015
54.734000,0.0059,-0.0811,1.0048,1.008
54.735000,0.0056,-0.0840,0.9995,1.003
54.738000,0.0066,-0.0825,0.9963,1.000
54.738000,0.0049,-0.0842,0.9946,0.998
54.743000,0.0063,-0.0850,0.9995,1.003
54.743000,0.0059,-0.0852,1.0090,1.013
54.747000,0.0066,-0.0877,1.0244,1.028
54.748000,0.0037,-0.0872,1.0398,1.043
54.753000,0.0051,-0.0855,1.0510,1.054
54.753000,0.0051,-0.0882,1.0603,1.064
54.760000,0.0059,-0.0862,1.0635,1.067
54.761000,0.0032,-0.0884,1.0654,1.069
54.766000,0.0044,-0.0872,1.0688,1.072
54.766000,0.0034,-0.0899,1.0649,1.069
54.770000,0.0051,-0.0886,1.0517,1.055
54.770000,0.0056,-0.0879,1.0361,1.040
54.772000,0.0041,-0.0884,1.0268,1.031
54.772000,0.0027,-0.0886,1.0212,1.025
54.779000,0.0015,-0.0874,1.0249,1.029
54.780000,0.0022,-0.0845,1.0307,1.034
54.782000,0.0029,-0.0838,1.0317,1.035
54.782000,0.0039,-0.0828,1.0227,1.026
54.787000,0.0024,-0.0813,1.0153,1.019
54.787000,0.0012,-0.0806,1.0043,1.008
54.792000,0.0002,-0.0820,0.9970,1.000
54.792000,0.0019,-0.0813,0.9970,1.000
54.797000,-0.0002,-0.0803,0.9970,1.000
54.798000,-0.0010,-0.0806,0.9970,1.000
54.801000,-0.0000,-0.0818,1.0014,1.005
54.801000,-0.0007,-0.0799,1.0031,1.006
54.807000,-0.0017,-0.0791,1.0048,1.008
54.807000,-0.0037,-0.0791,1.0085,1.012
54.811000,-0.0015,-0.0794,1.0073,1.010
54.811000,0.0002,-0.0818,1.0107,1.014
54.816000,0.0010,-0.0808,1.0114,1.015
54.817000,0.0024,-0.0820,1.0124,1.016
54.821000,0.0017,-0.0820,1.0170,1.020
54.822000,0.0037,-0.0811,1.0205,1.024
54.826000,0.0037,-0.0835,1.0236,1.027
54.826000,0.0046,-0.0825,1.0278,1.031
54.830000,0.0027,-0.0818,1.0278,1.031
54.831000,0.0034,-0.0830,1.0324,1.036
54.836000,0.0046,-0.0811,1.0341,1.037
54.837000,0.0059,-0.0801,1.0327,1.036
54.841000,0.0039,-0.0799,1.0329,1.036
54.841000,0.0015,-0.0794,1.0302,1.033
54.845000,0.0022,-0.0813,1.0293,1.032
54.846000,0.0041,-0.0794,1.0297,1.033
54.850000,0.0024,-0.0789,1.0283,1.031
54.850000,0.0015,-0.0764,1.0271,1.030
54.856000,0.0044,-0.0767,1.0258,1.029
54.857000,0.0039,-0.0772,1.0241,1.027
54.860000,0.0017,-0.0759,1.0236,1.026
54.861000,0.0037,-0.0774,1.0202,1.023
54.866000,0.0051,-0.0772,1.0200,1.023
54.866000,0.0049,-0.0764,1.0188,1.022
54.871000,0.0076,-0.0767,1.0175,1.020
54.872000,0.0032,-0.0750,1.0173,1.020
54.877000,0.0056,-0.0774,1.0153,1.018
54.877000,0.0034,-0.0755,1.0139,1.017
54.881000,0.0046,-0.0762,1.0141,1.017
54.882000,0.0046,-0.0757,1.0136,1.016
54.884000,0.0029,-0.0764,1.0139,1.017
54.884000,0.0073,-0.0769,1.0136,1.017
54.890000,0.0068,-0.0779,1.0131,1.016
54.891000,0.0046,-0.0779,1.0144,1.017
54.894000,0.0051,-0.0767,1.0166,1.019
54.895000,0.0071,-0.0781,1.0153,1.018
54.898000,0.0041,-0.0786,1.0175,1.021
54.899000,0.0027,-0.0806,1.0183,1.021
54.904000,0.0032,-0.0794,1.0205,1.024
54.905000,0.0034,-0.0806,1.0217,1.025
54.909000,0.0034,-0.0808,1.0246,1.028
54.910000,0.0027,-0.0838,1.0253,1.029
54.914000,0.0034,-0.0842,1.0256,1.029
54.914000,0.0032,-0.0830,1.0297,1.033
54.919000,0.0022,-0.0864,1.0285,1.032
54.920000,0.0007,-0.0850,1.0307,1.034
54.925000,0.0015,-0.0852,1.0295,1.033
54.925000,0.0012,-0.0857,1.0322,1.036
54.928000,0.0029,-0.0862,1.0310,1.035
54.929000,-0.0010,-0.0867,1.0315,1.035
54.934000,0.0015,-0.0867,1.0275,1.031
54.935000,0.0002,-0.0862,1.0283,1.032
54.938000,0.0015,-0.0869,1.0280,1.032
54.938000,0.0002,-0.0882,1.0234,1.027
54.943000,0.0017,-0.0862,1.0266,1.030
54.943000,0.0015,-0.0867,1.0246,1.028
54.948000,0.0017,-0.0857,1.0227,1.026
54.948000,0.0032,-0.0842,1.0222,1.026
54.953000,0.0012,-0.0835,1.0175,1.021
54.953000,0.0012,-0.0840,1.0188,1.022
54.957000,0.0019,-0.0833,1.0148,1.018
54.958000,0.0034,-0.0833,1.0124,1.016
54.963000,0.0002,-0.0825,1.0139,1.017
54.963000,0.0034,-0.0818,1.0126,1.016
54.968000,0.0034,-0.0811,1.0119,1.015
54.968000,0.0041,-0.0823,1.0090,1.012
54.972000,0.0044,-0.0806,1.0090,1.012
54.972000,0.0037,-0.0799,1.0102,1.013
54.977000,0.0041,-0.0799,1.0112,1.014
54.977000,0.0032,-0.0801,1.0144,1.018
54.983000,0.0022,-0.0803,1.0124,1.016
54.984000,0.0022,-0.0803,1.0141,1.017
54.987000,0.0049,-0.0801,1.0156,1.019
54.987000,0.0034,-0.0823,1.0156,1.019
54.994000,-0.0012,-0.0786,1.0156,1.019
54.994000,0.0024,-0.0806,1.0170,1.020
54.997000,0.0019,-0.0818,1.0200,1.023
54.997000,0.0041,-0.0801,1.0190,1.022
55.001000,0.0010,-0.0794,1.0192,1.022
55.002000,0.0019,-0.0808,1.0205,1.024
55.006000,0.0024,-0.0801,1.0232,1.026
55.007000,0.0034,-0.0801,1.0227,1.026
55.012000,0.0029,-0.0806,1.0249,1.028
55.012000,0.0039,-0.0811,1.0246,1.028
55.016000,0.0019,-0.0801,1.0273,1.030
55.017000,0.0015,-0.0820,1.0261,1.029
55.021000,0.0005,-0.0828,1.0268,1.030
55.021000,0.0005,-0.0806,1.0275,1.031
55.026000,0.0007,-0.0823,1.0285,1.032
55.026000,0.0019,-0.0816,1.0280,1.031
55.031000,0.0012,-0.0825,1.0283,1.032
55.031000,0.0010,-0.0838,1.0266,1.030
55.036000,0.0019,-0.0833,1.0227,1.026
55.036000,0.0017,-0.0823,1.0222,1.025
55.040000,0.0034,-0.0816,1.0180,1.021
55.041000,0.0024,-0.0813,1.0124,1.016
55.047000,0.0041,-0.0813,1.0073,1.011
55.053000,0.0012,-0.0811,1.0146,1.018
55.053000,-0.0012,-0.0791,1.0168,1.020
55.053000,-0.0002,-0.0786,1.0244,1.027
55.055000,0.0010,-0.0772,1.0280,1.031
55.055000,-0.0000,-0.0767,1.0341,1.037
55.061000,-0.0005,-0.0767,1.0324,1.035
55.062000,-0.0015,-0.0752,1.0273,1.030
55.066000,0.0015,-0.0784,1.0200,1.023
55.067000,0.0012,-0.0789,1.0131,1.016
55.070000,0.0007,-0.0786,1.0068,1.010
55.071000,-0.0000,-0.0772,1.0019,1.005
55.074000,0.0005,-0.0823,0.9975,1.001
55.074000,0.0046,-0.0830,0.9963,1.000
55.079000,0.0049,-0.0823,0.9999,1.003
55.079000,0.0056,-0.0835,1.0031,1.007
55.085000,0.0059,-0.0850,1.0126,1.016
55.085000,0.0076,-0.0835,1.0178,1.021
55.089000,0.0081,-0.0857,1.0227,1.026
55.089000,0.0081,-0.0838,1.0244,1.028
55.095000,0.0083,-0.0840,1.0244,1.028
55.095000,0.0068,-0.0830,1.0263,1.030
55.099000,0.0083,-0.0830,1.0214,1.025
55.100000,0.0059,-0.0850,1.0219,1.025
55.105000,0.0071,-0.0828,1.0229,1.026
55.105000,0.0046,-0.0835,1.0268,1.030
55.109000,0.0049,-0.0835,1.0327,1.036
55.109000,0.0051,-0.0816,1.0378,1.041
55.114000,0.0041,-0.0806,1.0434,1.047
55.115000,0.0049,-0.0816,1.0466,1.050
55.118000,0.0044,-0.0806,1.0481,1.051
55.119000,0.0032,-0.0820,1.0461,1.049
55.124000,0.0029,-0.0799,1.0417,1.045
55.124000,0.0019,-0.0818,1.0383,1.042
55.129000,0.0012,-0.0835,1.0344,1.038
55.129000,0.0005,-0.0835,1.0295,1.033
55.133000,0.0029,-0.0835,1.0256,1.029
55.135000,0.0022,-0.0813,1.0197,1.023
55.138000,0.0034,-0.0816,1.0212,1.024
55.138000,0.0039,-0.0808,1.0180,1.021
55.142000,0.0027,-0.0808,1.0153,1.019
55.143000,0.0015,-0.0781,1.0148,1.018
55.148000,0.0005,-0.0781,1.0158,1.019
55.148000,0.0017,-0.0774,1.0156,1.019
55.153000,0.0002,-0.0777,1.0134,1.016
55.153000,0.0022,-0.0759,1.0119,1.015
55.157000,0.0039,-0.0745,1.0131,1.016
55.158000,0.0041,-0.0723,1.0114,1.014
55.163000,0.0051,-0.0725,1.0117,1.014
55.163000,0.0029,-0.0728,1.0126,1.015
55.168000,0.0049,-0.0718,1.0146,1.017
55.168000,0.0081,-0.0730,1.0092,1.012
55.172000,0.0068,-0.0742,1.0129,1.016
55.173000,0.0081,-0.0730,1.0097,1.012
55.177000,0.0090,-0.0740,1.0129,1.016
55.178000,0.0078,-0.0755,1.0129,1.016
55.182000,0.0073,-0.0757,1.0129,1.016
55.182000,0.0059,-0.0764,1.0163,1.019
55.188000,0.0054,-0.0769,1.0161,1.019
55.188000,0.0039,-0.0799,1.0173,1.020
55.192000,0.0061,-0.0808,1.0222,1.025
55.193000,0.0056,-0.0813,1.0241,1.027
55.197000,0.0051,-0.0862,1.0273,1.031
55.197000,0.0034,-0.0842,1.0295,1.033
55.203000,0.0034,-0.0860,1.0324,1.036
55.203000,0.0015,-0.0852,1.0349,1.038
55.206000,0.0032,-0.0855,1.0351,1.039
55.206000,0.0005,-0.0874,1.0371,1.041
55.212000,0.0005,-0.0862,1.0378,1.041
55.212000,0.0024,-0.0879,1.0359,1.040
55.216000,0.0002,-0.0906,1.0359,1.040
55.217000,0.0034,-0.0891,1.0312,1.035
55.222000,0.0015,-0.0889,1.0293,1.033
55.222000,-0.0002,-0.0886,1.0285,1.032
55.225000,-0.0012,-0.0889,1.0249,1.029
55.226000,-0.0002,-0.0889,1.0185,1.022
55.230000,-0.0000,-0.0891,1.0170,1.021
55.231000,0.0022,-0.0864,1.0148,1.019
55.237000,0.0010,-0.0847,1.0139,1.017
55.238000,0.0007,-0.0857,1.0102,1.014
55.242000,-0.0010,-0.0835,1.0109,1.014
55.242000,0.0017,-0.0828,1.0070,1.010
55.246000,0.0002,-0.0828,1.0102,1.014
55.247000,0.0019,-0.0803,1.0092,1.012
55.250000,0.0012,-0.0808,1.0085,1.012
55.250000,0.0019,-0.0818,1.0082,1.012
55.255000,0.0029,-0.0838,1.0087,1.012
55.255000,0.0019,-0.0828,1.0097,1.013
55.260000,0.0034,-0.0830,1.0109,1.014
55.260000,0.0019,-0.0820,1.0082,1.012
55.265000,0.0022,-0.0801,1.0097,1.013
55.265000,0.0037,-0.0801,1.0104,1.014
55.270000,0.0041,-0.0830,1.0134,1.017
55.270000,0.0032,-0.0806,1.0161,1.019
55.276000,0.0034,-0.0806,1.0161,1.019
55.276000,0.0046,-0.0825,1.0188,1.022
55.281000,0.0024,-0.0820,1.0227,1.026
55.281000,0.0017,-0.0813,1.0219,1.025
55.284000,0.0005,-0.0825,1.0258,1.029
55.284000,0.0022,-0.0835,1.0244,1.028
55.289000,0.0015,-0.0818,1.0271,1.030
55.289000,0.0037,-0.0830,1.0275,1.031
55.294000,0.0022,-0.0847,1.0297,1.033
55.295000,0.0010,-0.0840,1.0302,1.034
55.299000,0.0010,-0.0835,1.0315,1.035
55.300000,0.0017,-0.0855,1.0319,1.035
55.304000,0.0037,-0.0833,1.0312,1.035
55.305000,0.0012,-0.0823,1.0317,1.035
55.309000,0.0012,-0.0840,1.0327,1.036
55.309000,0.0024,-0.0857,1.0341,1.038
55.314000,0.0012,-0.0830,1.0329,1.036
55.314000,0.0005,-0.0862,1.0280,1.032
55.319000,0.0007,-0.0842,1.0239,1.027
55.320000,0.0029,-0.0860,1.0222,1.026
55.325000,0.0024,-0.0860,1.0229,1.027
55.325000,0.0034,-0.0862,1.0200,1.024
55.328000,0.0002,-0.0840,1.0178,1.021
55.329000,0.0032,-0.0833,1.0183,1.022
55.334000,0.0037,-0.0860,1.0168,1.020
55.334000,0.0059,-0.0840,1.0166,1.020
55.338000,0.0054,-0.0830,1.0153,1.019
55.338000,0.0044,-0.0820,1.0170,1.020
55.343000,0.0029,-0.0833,1.0168,1.020
55.344000,0.0022,-0.0842,1.0161,1.020
55.351000,0.0029,-0.0838,1.0190,1.022
55.351000,0.0037,-0.0842,1.0217,1.025
55.355000,0.0022,-0.0820,1.0190,1.022
55.356000,0.0029,-0.0833,1.0210,1.024
55.360000,0.0037,-0.0813,1.0212,1.024
55.360000,0.0034,-0.0818,1.0210,1.024
55.362000,0.0034,-0.0803,1.0175,1.021
55.362000,0.0019,-0.0791,1.0173,1.020
55.367000,0.0022,-0.0786,1.0195,1.023
55.368000,0.0019,-0.0789,1.0180,1.021
55.373000,0.0007,-0.0767,1.0222,1.025
55.374000,0.0017,-0.0791,1.0219,1.025
55.380000,0.0029,-0.0774,1.0234,1.026
55.380000,0.0005,-0.0777,1.0224,1.025
55.382000,0.0012,-0.0806,1.0258,1.029
55.382000,0.0010,-0.0806,1.0236,1.027
55.387000,0.0010,-0.0808,1.0227,1.026
55.387000,-0.0024,-0.0796,1.0229,1.026
55.393000,-0.0022,-0.0791,1.0197,1.023
55.393000,0.0019,-0.0811,1.0166,1.020
55.396000,-0.0002,-0.0796,1.0158,1.019
55.396000,-0.0022,-0.0808,1.0100,1.013
55.402000,-0.0012,-0.0820,1.0095,1.013
55.403000,-0.0005,-0.0816,1.0068,1.010
55.407000,0.0002,-0.0816,1.0104,1.014
55.407000,-0.0005,-0.0825,1.0114,1.015
55.412000,0.0029,-0.0830,1.0161,1.019
55.412000,0.0012,-0.0820,1.0166,1.020
55.416000,0.0046,-0.0833,1.0158,1.019
55.416000,0.0049,-0.0820,1.0092,1.013
55.421000,0.0046,-0.0842,1.0029,1.006
55.421000,0.0078,-0.0857,0.9951,0.999
55.426000,0.0078,-0.0842,0.9951,0.999
55.427000,0.0083,-0.0838,0.9987,1.002
55.432000,0.0090,-0.0842,1.0046,1.008
55.432000,0.0063,-0.0845,1.0190,1.023
55.437000,0.0046,-0.0828,1.0376,1.041
55.437000,0.0056,-0.0847,1.0527,1.056
55.441000,0.0049,-0.0842,1.0635,1.067
55.442000,0.0063,-0.0838,1.0652,1.068
55.448000,0.0068,-0.0838,1.0635,1.067
55.448000,0.0063,-0.0830,1.0630,1.066
55.450000,0.0054,-0.0820,1.0610,1.064
55.450000,0.0041,-0.0838,1.0530,1.056
55.455000,0.0024,-0.0825,1.0410,1.044
55.456000,0.0010,-0.0835,1.0280,1.031
55.460000,0.0012,-0.0842,1.0207,1.024
55.460000,0.0002,-0.0852,1.0200,1.024
