time,wx (rad/s),wy (rad/s),wz (rad/s)
7.360,0.00,0.00,0.00
7.365,0.00,0.00,0.00
7.365,0.00,0.01,0.00
7.369,-0.00,0.01,0.00
7.370,-0.00,0.01,0.00
7.375,-0.00,0.01,0.00
7.375,0.00,0.01,0.00
7.379,0.00,0.02,0.00
7.379,0.00,0.01,0.00
7.384,0.00,0.01,0.00
7.384,0.00,0.01,0.00
7.390,0.00,0.01,-0.00
7.391,0.01,0.01,-0.00
7.395,0.00,0.01,-0.00
7.395,0.00,0.01,-0.00
7.401,0.01,0.01,0.00
7.402,0.01,0.01,-0.00
7.403,0.01,0.00,-0.00
7.404,0.00,0.01,0.00
7.408,0.00,0.01,-0.00
7.408,0.00,0.00,0.00
7.413,0.00,0.00,0.00
7.414,0.00,0.01,0.00
7.418,-0.00,0.00,0.00
7.419,-0.00,0.00,0.00
7.423,-0.00,0.01,0.01
7.424,-0.00,0.01,0.01
7.428,-0.00,0.01,0.01
7.428,-0.00,0.01,0.01
7.433,-0.00,0.01,0.01
7.433,-0.00,0.01,0.01
7.437,-0.00,0.00,0.01
7.438,-0.00,0.01,0.01
7.444,-0.00,0.01,0.01
7.445,0.00,0.01,0.01
7.448,0.00,0.01,0.01
7.448,0.00,0.01,0.01
7.453,0.00,0.01,0.01
7.453,0.00,0.01,0.01
7.457,0.00,0.01,0.00
7.457,0.00,0.01,0.00
7.462,0.00,0.01,0.00
7.462,0.00,0.01,0.00
7.468,0.00,0.01,0.00
7.469,0.00,0.01,0.00
7.472,0.00,0.01,0.00
7.473,0.00,0.01,-0.00
7.477,0.00,0.01,-0.00
7.478,0.00,0.01,-0.00
7.481,0.01,0.01,-0.00
7.482,0.00,0.01,-0.00
7.487,0.00,0.01,-0.00
7.488,0.01,0.01,-0.00
7.491,0.01,0.00,-0.00
7.492,0.01,0.00,0.00
7.497,0.01,0.00,-0.00
7.497,0.01,-0.00,0.00
7.501,0.01,-0.00,0.00
7.501,0.00,-0.00,0.00
7.506,0.00,-0.00,-0.00
7.506,0.00,-0.00,-0.00
7.510,-0.00,0.00,0.00
7.511,-0.00,0.00,0.00
7.516,-0.01,0.01,0.00
7.517,-0.01,0.01,0.00
7.521,-0.02,0.01,0.00
7.521,-0.02,0.01,0.00
7.526,-0.03,0.01,0.00
7.527,-0.03,0.02,0.00
7.530,-0.03,0.03,0.00
7.530,-0.03,0.04,0.00
7.535,-0.03,0.06,0.00
7.536,-0.03,0.07,0.00
7.540,-0.02,0.08,0.01
7.540,-0.02,0.08,0.00
7.545,-0.02,0.08,0.01
7.545,-0.02,0.06,0.00
7.549,-0.02,0.04,-0.00
7.550,-0.01,0.02,-0.00
7.555,-0.01,0.01,-0.00
7.555,0.00,0.00,-0.00
7.560,0.01,0.00,-0.00
7.560,0.01,0.01,-0.00
7.565,0.02,0.00,-0.00
7.566,0.02,-0.01,-0.00
7.569,0.02,-0.01,0.00
7.569,0.01,-0.02,0.00
7.575,0.01,-0.03,0.01
7.576,0.00,-0.03,0.01
7.579,-0.00,-0.03,0.01
7.579,-0.01,-0.04,0.01
7.585,-0.01,-0.04,0.01
7.585,-0.02,-0.04,0.01
7.590,-0.03,-0.03,0.01
7.591,-0.03,-0.02,0.01
7.594,-0.03,-0.01,0.01
7.594,-0.03,-0.01,0.01
7.599,-0.03,-0.00,0.01
7.600,-0.02,-0.00,0.01
7.603,-0.02,-0.00,0.01
7.603,-0.01,-0.00,0.01
7.609,-0.00,-0.01,0.01
7.609,0.01,-0.01,0.01
7.613,0.02,-0.01,0.01
7.613,0.03,-0.01,0.01
7.619,0.04,-0.01,0.01
7.619,0.05,-0.01,0.01
7.626,0.05,-0.01,0.01
7.626,0.06,-0.02,0.01
7.630,0.06,-0.01,0.01
7.630,0.06,-0.01,0.01
7.638,0.06,-0.01,0.01
7.639,0.05,-0.01,0.01
7.639,0.05,-0.01,0.01
7.639,0.05,-0.01,0.01
7.643,0.04,-0.01,0.01
7.643,0.03,-0.01,0.01
7.647,0.03,-0.01,0.01
7.648,0.02,-0.01,0.01
7.652,0.02,-0.01,0.01
7.652,0.01,-0.01,0.01
7.657,0.00,-0.01,0.01
7.658,0.00,-0.01,0.01
7.662,-0.00,-0.01,0.01
7.663,-0.01,-0.01,0.01
7.667,-0.01,-0.01,0.01
7.667,-0.01,-0.01,0.01
7.672,-0.01,-0.01,0.01
7.673,-0.01,-0.00,0.01
7.679,-0.01,-0.01,0.01
7.680,-0.01,-0.01,0.01
7.681,-0.01,-0.01,0.01
7.681,-0.01,-0.01,0.01
7.686,-0.02,-0.01,0.00
7.686,-0.01,-0.01,0.00
7.691,-0.01,-0.01,0.00
7.692,-0.01,-0.01,0.00
7.697,-0.01,-0.00,0.00
7.697,-0.01,-0.01,-0.00
7.701,-0.01,-0.01,-0.00
7.702,-0.01,-0.00,-0.00
7.706,-0.01,0.00,0.00
7.706,-0.01,-0.00,0.00
7.711,-0.00,-0.00,0.00
7.711,-0.00,0.00,-0.00
7.715,0.00,0.00,-0.00
7.715,-0.00,0.00,0.00
7.721,0.00,0.00,0.00
7.722,0.01,0.00,-0.00
7.726,0.01,-0.00,-0.00
7.727,0.01,-0.00,0.00
7.731,0.01,-0.00,-0.00
7.731,0.01,-0.00,-0.00
7.738,0.01,-0.00,-0.00
7.738,0.01,-0.00,-0.00
7.739,0.01,-0.00,-0.00
7.740,0.01,-0.01,-0.00
7.745,0.01,-0.00,0.00
7.746,0.01,-0.01,-0.00
7.751,0.01,-0.01,-0.00
7.751,0.01,-0.01,0.00
7.755,0.01,-0.01,-0.00
7.756,0.01,-0.01,0.00
7.760,0.01,-0.00,0.00
7.761,0.00,-0.01,0.00
7.764,0.00,-0.00,0.00
7.764,0.00,-0.00,0.00
7.769,0.00,-0.00,0.00
7.769,0.00,-0.00,0.00
7.775,-0.00,-0.00,0.00
7.776,-0.00,-0.00,0.00
7.779,-0.00,-0.01,0.00
7.780,-0.00,-0.01,-0.00
7.783,-0.01,-0.01,0.00
7.784,-0.01,-0.01,0.00
7.789,-0.00,-0.01,-0.00
7.790,-0.00,-0.01,-0.00
7.794,-0.00,-0.01,-0.00
7.794,-0.01,-0.00,0.00
7.798,-0.01,-0.00,-0.00
7.801,-0.00,-0.01,0.00
7.804,-0.00,-0.01,-0.00
7.804,-0.00,-0.01,-0.00
7.808,-0.00,-0.01,0.00
7.808,-0.00,-0.01,0.00
7.813,-0.00,-0.01,0.00
7.813,-0.00,-0.01,0.00
7.819,-0.00,-0.01,0.00
7.819,-0.00,-0.01,0.00
7.823,-0.00,-0.01,0.00
7.823,-0.00,-0.02,0.00
7.828,-0.00,-0.02,0.00
7.828,0.00,-0.02,0.00
7.837,0.00,-0.02,0.00
7.837,0.00,-0.01,0.00
7.842,-0.00,-0.01,0.00
7.842,0.00,-0.01,0.00
7.842,0.00,-0.01,0.00
7.842,0.00,-0.00,0.00
7.849,0.00,0.00,0.01
7.850,-0.00,0.00,0.00
7.852,0.00,0.00,0.00
7.852,0.00,-0.00,0.00
7.857,0.00,-0.00,0.00
7.858,0.00,-0.01,0.00
7.862,-0.00,-0.01,0.00
7.862,-0.00,-0.01,0.00
7.867,-0.00,-0.01,0.00
7.867,-0.01,-0.01,0.00
7.871,-0.01,0.00,0.00
7.872,-0.02,0.01,0.01
7.877,-0.02,0.02,0.00
7.878,-0.03,0.02,0.00
7.882,-0.03,0.02,0.00
7.882,-0.03,0.02,0.00
7.887,-0.03,0.01,0.00
7.887,-0.03,0.00,-0.00
7.891,-0.03,-0.00,-0.00
7.892,-0.02,-0.01,-0.00
7.896,-0.02,-0.01,-0.00
7.897,-0.01,-0.01,-0.00
7.901,0.00,-0.01,-0.00
7.902,0.01,-0.01,-0.00
7.907,0.02,-0.00,0.00
7.907,0.03,-0.00,0.00
7.911,0.03,-0.00,0.00
7.911,0.04,-0.00,0.00
7.915,0.04,-0.01,0.00
7.916,0.04,-0.01,0.00
7.920,0.04,-0.01,0.00
7.920,0.04,-0.01,0.00
7.925,0.04,-0.01,0.00
7.925,0.03,-0.01,0.00
7.930,0.03,-0.01,0.00
7.930,0.02,-0.01,0.00
7.935,0.02,-0.00,0.00
7.935,0.01,-0.01,0.00
7.940,0.01,-0.00,0.00
7.940,0.00,-0.00,0.00
7.944,-0.00,-0.00,0.00
7.945,-0.00,0.00,0.00
7.950,-0.00,0.00,0.00
7.950,-0.01,0.00,0.00
7.956,-0.01,0.00,0.00
7.956,-0.01,0.00,0.00
7.960,-0.00,0.00,0.00
7.960,-0.00,0.00,0.00
7.964,-0.00,0.00,0.00
7.964,0.00,0.00,0.01
7.969,0.00,-0.00,0.01
7.970,0.00,0.00,0.01
7.974,0.01,-0.00,0.01
7.974,0.01,-0.00,0.00
7.980,0.01,-0.00,0.00
7.981,0.01,-0.00,0.00
7.984,0.01,-0.01,0.00
7.984,0.01,-0.01,0.00
7.990,0.01,-0.01,0.00
7.990,0.01,-0.01,0.00
7.993,0.01,-0.01,0.00
7.994,0.01,-0.01,0.00
7.999,0.00,-0.01,0.00
7.999,0.00,-0.01,0.00
8.005,0.01,-0.01,-0.00
8.006,0.01,-0.01,-0.00
8.008,0.01,-0.02,-0.00
8.009,0.01,-0.02,-0.00
8.013,0.01,-0.02,-0.00
8.013,0.01,-0.02,-0.00
8.019,0.02,-0.02,-0.00
8.019,0.01,-0.02,-0.00
8.023,0.02,-0.02,-0.00
8.023,0.02,-0.02,-0.00
8.028,0.02,-0.02,0.00
8.028,0.01,-0.02,0.00
8.032,0.01,-0.02,0.00
8.035,0.01,-0.02,0.00
8.038,0.01,-0.02,0.00
8.038,0.00,-0.02,0.00
8.042,0.00,-0.02,0.00
8.042,-0.00,-0.02,0.00
8.048,-0.00,-0.02,0.00
8.048,-0.01,-0.02,0.00
8.052,-0.01,-0.01,0.00
8.052,-0.01,-0.01,-0.00
8.058,-0.01,-0.01,0.00
8.059,-0.01,-0.01,0.00
8.062,-0.01,-0.00,0.00
8.062,-0.01,0.00,0.00
8.068,-0.01,0.00,0.00
8.068,-0.00,0.01,0.00
8.072,0.00,0.01,0.00
8.072,0.00,0.01,0.00
8.078,0.00,0.01,0.00
8.078,0.00,0.00,-0.00
8.082,0.01,0.00,0.00
8.082,0.01,0.00,0.00
8.086,0.01,0.00,-0.00
8.086,0.01,-0.00,-0.00
8.091,0.01,-0.00,0.00
8.092,0.01,-0.01,-0.00
8.097,0.01,-0.01,-0.00
8.097,0.01,-0.01,-0.00
8.101,0.01,-0.01,-0.00
8.101,0.01,-0.01,-0.00
8.105,0.01,-0.01,-0.00
8.106,0.01,-0.01,-0.00
8.111,0.01,-0.01,-0.00
8.111,0.01,-0.00,0.00
8.119,0.01,-0.00,-0.00
8.120,0.01,-0.00,0.00
8.121,0.01,-0.00,0.00
8.121,0.01,-0.00,0.00
8.126,0.01,-0.00,0.00
8.127,0.01,0.00,-0.00
8.130,0.00,0.00,0.00
8.130,0.00,-0.00,0.00
8.136,0.00,-0.00,0.00
8.136,0.00,-0.00,0.00
8.140,0.00,0.00,0.00
8.141,0.00,-0.00,0.00
8.145,0.01,0.00,0.00
8.146,0.00,-0.00,0.00
8.150,0.01,-0.00,0.00
8.150,0.00,-0.00,0.00
8.157,0.00,-0.00,0.00
8.157,0.00,-0.00,0.00
8.160,0.00,-0.00,0.00
8.160,0.00,-0.00,0.00
8.165,0.00,-0.00,0.00
8.165,0.00,-0.00,0.00
8.169,0.00,-0.00,0.00
8.170,0.00,-0.00,0.00
8.174,-0.00,0.00,0.00
8.175,-0.00,-0.00,0.00
8.179,-0.00,-0.00,0.01
8.180,-0.00,0.00,0.00
8.185,-0.00,0.00,0.01
8.185,-0.00,0.00,0.01
8.192,-0.00,0.00,0.01
8.193,-0.00,0.00,0.01
8.193,-0.00,0.00,0.01
8.193,-0.00,0.00,0.00
8.199,-0.00,-0.00,0.00
8.200,-0.00,-0.00,0.00
8.203,-0.00,-0.00,0.00
8.204,-0.00,-0.00,0.00
8.208,-0.00,-0.00,-0.00
8.208,0.00,-0.00,-0.00
8.216,-0.00,-0.00,-0.00
8.217,0.00,-0.01,-0.00
8.218,0.00,-0.00,-0.00
8.218,0.00,-0.01,-0.00
8.228,0.00,-0.01,-0.00
8.229,0.00,-0.01,-0.01
8.229,0.00,-0.01,-0.01
8.229,0.00,-0.01,-0.00
8.233,0.00,-0.01,-0.01
8.234,0.00,-0.01,-0.01
8.238,0.00,-0.01,-0.00
8.238,0.00,-0.00,-0.00
8.243,0.00,-0.00,-0.00
8.243,0.00,-0.01,-0.00
8.247,0.00,-0.01,-0.00
8.248,0.00,-0.01,-0.00
8.252,0.00,-0.01,-0.00
8.253,0.00,-0.01,-0.00
8.257,0.00,-0.01,-0.00
8.257,0.00,-0.01,-0.00
8.262,-0.00,-0.01,-0.00
8.263,-0.00,-0.01,-0.00
8.268,-0.00,-0.01,-0.00
8.269,-0.00,-0.00,-0.00
8.272,-0.00,-0.00,-0.00
8.272,-0.00,-0.00,-0.00
8.277,-0.01,-0.00,0.00
8.277,-0.01,-0.00,-0.00
8.282,-0.01,-0.00,0.00
8.282,-0.01,-0.00,0.00
8.287,-0.01,-0.00,0.00
8.287,-0.01,-0.00,0.00
8.291,-0.01,-0.00,0.00
8.292,-0.01,-0.00,0.00
8.296,-0.01,-0.00,0.00
8.296,-0.02,-0.00,0.00
8.301,-0.02,-0.01,0.00
8.302,-0.02,-0.01,-0.00
8.305,-0.02,-0.00,-0.00
8.306,-0.02,-0.01,-0.00
8.311,-0.02,-0.00,-0.00
8.311,-0.01,-0.00,-0.00
8.316,-0.01,-0.00,-0.00
8.317,-0.02,-0.00,-0.00
8.321,-0.02,-0.00,-0.00
8.321,-0.02,-0.00,-0.00
8.325,-0.02,-0.00,-0.00
8.325,-0.02,-0.00,-0.00
8.330,-0.02,-0.00,-0.00
8.330,-0.02,-0.00,-0.00
8.337,-0.01,-0.00,-0.00
8.337,-0.01,-0.00,-0.00
8.340,-0.01,-0.00,-0.00
8.340,-0.01,-0.00,-0.00
8.348,-0.00,-0.00,-0.00
8.349,-0.00,-0.00,-0.00
8.350,-0.00,-0.01,-0.00
8.350,-0.00,-0.01,-0.00
8.354,0.00,-0.01,-0.00
8.355,0.00,-0.01,-0.00
8.359,0.00,-0.01,-0.00
8.360,0.00,-0.01,-0.00
8.364,-0.00,-0.01,-0.01
8.366,-0.01,-0.01,-0.00
8.370,-0.01,-0.01,-0.00
8.371,-0.01,-0.00,-0.00
8.376,-0.02,-0.00,-0.00
8.376,-0.03,0.00,-0.00
8.379,-0.03,0.00,-0.00
8.380,-0.03,0.01,-0.00
8.384,-0.04,0.01,-0.00
8.385,-0.04,0.02,-0.00
8.389,-0.05,0.03,-0.00
8.390,-0.05,0.04,-0.00
8.394,-0.05,0.05,0.00
8.394,-0.05,0.07,0.00
8.399,-0.05,0.07,0.00
8.399,-0.05,0.07,0.00
8.404,-0.04,0.05,0.00
8.405,-0.04,0.04,-0.00
8.408,-0.03,0.02,-0.00
8.408,-0.02,-0.00,-0.01
8.413,-0.01,-0.01,-0.01
8.414,-0.01,-0.01,-0.01
8.418,0.00,-0.00,-0.01
8.419,0.00,-0.00,-0.01
8.424,0.01,-0.00,-0.01
8.424,0.01,-0.01,-0.01
8.428,0.01,-0.02,-0.00
8.428,0.01,-0.03,-0.00
8.432,0.01,-0.04,-0.00
8.432,0.00,-0.05,-0.00
8.438,-0.00,-0.05,0.00
8.439,-0.01,-0.05,-0.00
8.442,-0.02,-0.05,0.00
8.442,-0.02,-0.05,0.00
8.448,-0.03,-0.04,0.00
8.449,-0.04,-0.03,0.00
8.452,-0.04,-0.02,-0.00
8.453,-0.04,-0.01,-0.00
8.460,-0.04,-0.01,-0.00
8.460,-0.04,0.00,-0.00
8.462,-0.03,0.00,-0.00
8.462,-0.03,-0.00,-0.01
8.468,-0.02,-0.01,-0.01
8.468,-0.01,-0.01,-0.01
8.471,0.00,-0.01,-0.01
8.472,0.01,-0.02,-0.01
8.477,0.02,-0.02,-0.00
8.478,0.03,-0.02,-0.00
8.483,0.03,-0.02,-0.00
8.483,0.04,-0.02,-0.00
8.487,0.04,-0.02,-0.00
8.488,0.04,-0.02,-0.00
8.493,0.04,-0.01,0.00
8.493,0.04,-0.01,0.00
8.496,0.03,-0.01,0.00
8.496,0.03,-0.01,0.00
8.501,0.02,-0.01,0.00
8.502,0.02,-0.00,0.00
8.506,0.02,-0.00,0.00
8.506,0.01,-0.00,0.00
8.511,0.00,-0.00,0.00
8.512,-0.00,0.00,0.00
8.515,-0.01,-0.00,0.00
8.516,-0.01,-0.00,0.00
8.520,-0.02,-0.00,0.00
8.521,-0.02,-0.00,0.00
8.525,-0.02,-0.00,0.00
8.526,-0.02,-0.00,0.00
8.531,-0.03,-0.00,0.00
8.531,-0.03,-0.00,0.00
8.535,-0.03,-0.00,-0.00
8.536,-0.03,-0.00,-0.00
8.540,-0.02,0.00,-0.00
8.540,-0.02,0.00,-0.00
8.545,-0.02,0.00,-0.01
8.546,-0.02,0.00,-0.01
8.550,-0.02,0.01,-0.01
8.550,-0.02,0.01,-0.01
8.555,-0.02,0.00,-0.01
8.555,-0.01,0.00,-0.01
8.559,-0.01,0.00,-0.01
8.560,-0.01,0.00,-0.01
8.565,-0.01,0.00,-0.01
8.565,-0.01,0.00,-0.01
8.572,-0.01,0.00,-0.01
8.573,-0.01,0.00,-0.01
8.577,-0.01,0.01,-0.01
8.577,-0.01,0.01,-0.01
8.584,-0.01,0.01,-0.01
8.584,-0.01,0.01,-0.01
8.584,-0.01,0.01,-0.01
8.584,-0.00,0.01,-0.01
8.588,-0.00,0.01,-0.01
8.589,-0.00,0.00,-0.01
8.594,0.00,0.00,-0.01
8.595,-0.00,0.00,-0.00
8.599,0.00,-0.00,-0.00
8.599,0.00,-0.00,-0.00
8.603,0.00,-0.00,-0.00
8.604,0.00,-0.00,-0.00
8.609,-0.00,0.00,-0.00
8.609,-0.00,0.00,-0.00
8.613,-0.00,-0.00,-0.00
8.614,-0.00,-0.00,-0.00
8.618,-0.00,-0.00,-0.00
8.619,-0.01,-0.00,-0.00
8.623,-0.01,-0.00,-0.00
8.623,-0.00,-0.00,-0.00
8.628,-0.00,-0.00,-0.00
8.629,-0.01,0.00,-0.00
8.633,-0.01,0.00,-0.00
8.633,-0.01,0.00,-0.00
8.637,-0.00,0.00,-0.00
8.638,-0.01,0.00,-0.00
8.642,-0.00,0.00,-0.00
8.643,-0.00,0.00,-0.00
8.649,-0.01,0.00,-0.00
8.650,-0.00,0.00,-0.01
8.653,-0.01,0.00,-0.00
8.653,-0.01,-0.00,-0.01
8.658,-0.01,0.00,-0.01
8.659,-0.01,0.00,-0.01
8.662,-0.01,-0.00,-0.01
8.662,-0.01,0.00,-0.01
8.668,-0.01,0.00,-0.01
8.669,-0.01,0.00,-0.01
8.671,-0.01,-0.00,-0.01
8.672,-0.01,0.00,-0.01
8.678,-0.01,0.00,-0.00
8.678,-0.01,0.00,-0.00
8.682,-0.01,0.00,-0.00
8.682,-0.01,-0.00,-0.01
8.687,-0.01,-0.00,-0.01
8.687,-0.01,-0.00,-0.01
8.691,-0.01,-0.00,-0.00
8.692,-0.01,-0.01,-0.01
8.696,-0.01,-0.00,-0.01
8.697,-0.01,-0.01,-0.01
8.707,-0.01,-0.00,-0.01
8.708,-0.01,-0.00,-0.01
8.708,-0.01,0.00,-0.01
8.708,-0.01,0.00,-0.01
8.711,-0.01,0.01,-0.01
8.711,-0.01,0.01,-0.01
8.716,-0.01,0.01,-0.01
8.716,-0.01,-0.00,-0.01
8.721,-0.01,-0.01,-0.01
8.721,-0.01,-0.01,-0.01
8.725,-0.01,-0.01,-0.01
8.725,-0.01,-0.01,-0.01
8.731,-0.01,-0.01,-0.01
8.731,-0.01,0.00,-0.01
8.735,-0.02,0.01,-0.01
8.736,-0.02,0.02,-0.01
8.740,-0.03,0.02,-0.01
8.740,-0.03,0.02,-0.01
8.747,-0.04,0.02,-0.00
8.747,-0.03,0.01,-0.01
8.750,-0.03,0.01,-0.01
8.750,-0.03,0.00,-0.01
8.755,-0.02,-0.00,-0.01
8.755,-0.02,-0.01,-0.01
8.760,-0.01,-0.01,-0.01
8.761,-0.01,-0.01,-0.01
8.765,0.00,-0.01,-0.01
8.765,0.01,-0.00,-0.01
8.770,0.02,0.00,-0.01
8.770,0.02,-0.00,-0.01
8.774,0.03,-0.00,-0.01
8.774,0.03,-0.00,-0.00
8.780,0.03,-0.00,-0.00
8.780,0.03,-0.00,-0.00
8.785,0.02,-0.00,-0.00
8.785,0.02,-0.00,-0.00
8.788,0.02,-0.00,-0.00
8.788,0.01,0.00,-0.00
8.793,0.01,0.00,-0.00
8.794,0.01,0.00,-0.00
8.800,0.00,0.01,-0.00
8.800,-0.00,0.01,-0.01
8.804,-0.00,0.01,-0.01
8.804,-0.00,0.01,-0.01
8.809,-0.00,0.01,-0.01
8.809,-0.00,0.01,-0.00
8.814,-0.00,0.01,-0.01
8.814,0.00,0.01,-0.00
8.819,0.00,0.00,-0.00
8.819,0.00,0.00,-0.01
8.824,0.00,0.00,-0.00
8.825,0.00,0.00,-0.00
8.829,0.01,0.00,-0.00
8.829,0.00,0.01,-0.00
8.832,0.01,0.01,-0.00
8.833,0.01,0.00,-0.00
8.842,0.00,0.00,-0.00
8.843,-0.00,0.00,-0.00
8.843,-0.00,0.00,-0.00
8.843,-0.01,0.00,-0.00
8.847,-0.01,0.00,-0.00
8.848,-0.01,0.00,-0.00
8.852,-0.02,0.01,-0.00
8.852,-0.02,0.01,-0.00
8.859,-0.02,0.01,-0.00
8.859,-0.02,0.02,-0.00
8.862,-0.02,0.02,-0.00
8.863,-0.02,0.02,-0.00
8.869,-0.01,0.01,-0.00
8.869,-0.01,0.01,-0.01
8.872,-0.00,0.00,-0.01
8.873,-0.00,-0.00,-0.01
8.878,0.00,-0.01,-0.01
8.878,0.01,-0.01,-0.01
8.882,0.01,-0.01,-0.01
8.883,0.02,-0.01,-0.01
8.887,0.02,-0.02,-0.00
8.887,0.02,-0.01,-0.00
8.893,0.02,-0.01,-0.00
8.894,0.02,-0.01,-0.00
8.897,0.02,-0.01,-0.00
8.897,0.01,-0.01,-0.00
8.901,0.01,-0.01,-0.00
8.901,0.00,-0.00,-0.00
8.906,0.00,0.00,-0.00
8.906,-0.00,0.00,-0.00
8.910,-0.01,0.00,-0.00
8.911,-0.01,0.00,-0.00
8.915,-0.01,0.01,-0.01
8.915,-0.01,0.01,-0.00
8.922,-0.01,0.01,-0.00
8.922,-0.01,0.01,-0.01
8.926,-0.01,0.01,-0.01
8.926,-0.01,0.01,-0.01
8.930,-0.00,0.01,-0.01
8.930,-0.00,0.01,-0.01
8.936,-0.00,0.01,-0.01
8.937,-0.00,0.01,-0.01
8.940,-0.00,0.01,-0.01
8.940,-0.00,0.01,-0.01
8.945,0.00,0.01,-0.01
8.945,0.00,0.01,-0.01
8.950,0.00,0.01,-0.01
8.950,0.00,0.01,-0.01
8.955,0.00,0.01,-0.01
8.955,0.00,0.01,-0.01
8.960,0.00,0.01,-0.01
8.960,0.00,0.01,-0.01
8.964,0.00,0.01,-0.01
8.965,0.01,0.01,-0.01
8.971,0.01,0.01,-0.01
8.972,0.00,0.01,-0.01
8.974,0.01,0.01,-0.01
8.975,0.01,0.01,-0.01
8.980,0.01,0.01,-0.01
8.980,0.01,0.01,-0.01
8.984,0.01,0.01,-0.01
8.984,0.01,0.01,-0.01
8.989,0.01,0.01,-0.00
8.989,0.01,0.01,-0.00
8.994,0.01,0.01,-0.01
8.994,0.01,0.01,-0.01
8.999,0.01,0.00,-0.01
9.000,0.01,0.01,-0.00
9.005,0.01,0.01,-0.01
9.006,0.01,0.01,-0.00
9.008,0.01,0.01,-0.01
9.009,0.01,0.00,-0.01
9.014,0.01,0.01,-0.00
9.014,0.01,0.01,-0.00
9.018,0.01,0.01,-0.00
9.019,0.01,0.01,-0.00
9.023,0.01,0.01,-0.00
9.023,0.01,0.01,-0.00
9.028,0.01,0.01,-0.00
9.029,0.01,0.01,-0.00
9.032,0.01,0.01,-0.00
9.033,0.01,0.01,-0.00
9.038,0.01,0.01,-0.00
9.039,0.01,0.01,-0.00
9.043,0.01,0.01,-0.00
9.043,0.01,0.01,-0.00
9.048,0.01,0.00,-0.00
9.048,0.01,0.01,-0.00
9.053,0.01,-0.00,-0.00
9.053,0.01,0.00,-0.00
9.058,0.01,0.00,-0.00
9.059,0.01,-0.00,-0.01
9.062,0.01,-0.00,-0.00
9.063,0.01,-0.00,-0.00
9.067,0.02,-0.00,-0.00
9.067,0.02,-0.00,-0.00
9.072,0.02,-0.01,-0.00
9.073,0.02,-0.01,-0.00
9.078,0.02,-0.01,-0.00
9.079,0.02,-0.01,-0.00
9.083,0.02,-0.01,-0.00
9.084,0.02,-0.00,-0.00
9.086,0.01,-0.00,-0.00
9.086,0.01,-0.01,-0.00
9.092,0.01,-0.01,-0.00
9.092,0.01,-0.00,-0.00
9.096,0.01,-0.00,-0.01
9.097,0.01,-0.00,-0.00
9.101,0.01,-0.00,-0.00
9.102,0.01,-0.00,-0.01
9.106,0.01,-0.00,-0.01
9.107,0.01,-0.00,-0.01
9.111,0.01,0.00,-0.01
9.111,0.01,0.00,-0.01
9.119,0.00,0.00,-0.01
9.119,0.00,0.00,-0.01
9.121,0.00,0.00,-0.01
9.121,0.00,0.00,-0.01
9.126,0.00,0.00,-0.01
9.127,0.00,0.00,-0.01
9.130,0.01,0.00,-0.01
9.131,0.00,0.00,-0.01
9.135,0.00,0.00,-0.01
9.136,0.00,0.00,-0.01
9.140,0.00,0.00,-0.00
9.141,-0.00,0.01,-0.01
9.145,-0.00,0.01,-0.01
9.145,-0.00,0.01,-0.00
9.150,0.00,0.01,-0.01
9.151,-0.00,0.01,-0.01
9.156,-0.00,0.01,-0.01
9.156,-0.00,0.01,-0.00
9.159,-0.00,0.00,-0.00
9.160,-0.00,0.00,-0.00
9.165,-0.00,0.00,-0.00
9.165,-0.00,-0.00,-0.00
9.170,-0.00,-0.00,-0.00
9.170,-0.00,-0.00,-0.00
9.174,-0.00,-0.00,-0.00
9.175,-0.00,-0.00,-0.00
9.179,0.00,-0.00,-0.00
9.179,0.00,-0.00,-0.00
9.184,0.00,-0.00,-0.00
9.185,0.00,-0.00,-0.00
9.189,0.00,-0.01,-0.00
9.190,-0.00,-0.01,-0.00
9.195,0.00,-0.01,-0.00
9.195,0.00,-0.01,-0.00
9.199,-0.00,-0.01,-0.00
9.199,-0.00,-0.01,-0.00
9.205,-0.00,-0.01,-0.00
9.205,-0.00,-0.01,-0.00
9.208,-0.00,-0.01,-0.00
9.208,-0.01,-0.01,-0.00
9.213,-0.01,-0.01,-0.00
9.214,-0.01,-0.01,-0.00
9.218,-0.01,-0.00,-0.00
9.219,-0.02,0.00,-0.00
9.223,-0.02,0.00,-0.00
9.224,-0.02,0.01,0.00
9.228,-0.02,0.01,0.00
9.228,-0.02,0.02,0.00
9.233,-0.02,0.03,-0.00
9.233,-0.02,0.04,0.00
9.240,-0.02,0.05,-0.00
9.243,-0.02,0.06,-0.00
9.243,-0.02,0.07,-0.00
9.244,-0.02,0.06,0.00
9.248,-0.02,0.06,0.00
9.248,-0.02,0.04,-0.00
9.254,-0.01,0.03,-0.00
9.254,-0.01,0.02,-0.00
9.258,-0.00,0.02,-0.01
9.258,0.01,0.01,-0.01
9.263,0.01,0.01,-0.01
9.263,0.02,-0.01,-0.01
9.267,0.02,-0.02,-0.01
9.267,0.02,-0.03,-0.01
9.273,0.02,-0.04,-0.01
9.274,0.02,-0.05,-0.01
9.277,0.02,-0.05,-0.01
9.277,0.02,-0.05,-0.00
9.282,0.01,-0.05,-0.00
9.282,0.01,-0.05,-0.00
9.287,0.01,-0.04,-0.00
